제목,내용,평점,좋아요 수
가시꽃,"예상 가능한 시나리오였지만
한정된 자원으로 열심히 만든거 같다
둑립영화 화이팅!",3.0,12
유전,딱!,3.5,12
런,"어머니 사랑해요
입을 벌려요 ㄷㄷ",4.0,17
로건,슈퍼영웅도 이길 수 없는게 있다,3.5,20
다만 악에서 구하소서,액션은 볼만했다,3.0,23
1917,"롱테이크 너머 보이는 배경이  아름답기도하고
처참하기도 하다",4.0,22
지오스톰,"클리세 범벅
긴장감 없는 재난영화",2.0,14
킹덤: 아신전,"시리즈 번외편인것을 감안하고 봤는데도
너무하다 재미가 없다",2.0,22
이스케이프 룸,"좋아하는 소재인데
배우 전부 다 연기가 너무하네",2.5,16
분노의 윤리학,제일 비윤리적인 놈은 누구?,3.5,14
더 이퀄라이저 2,"나르코스 형님이랑 한판 붙는
워싱턴형님
둘 다 머찜",4.0,13
이퀼리브리엄,"아들이  굉장히 반전이다
연기 잘하네",3.0,20
더 저지,"부전자전
비슷한게 많을 수록 많이 싸우더라",4.0,13
더 이퀄라이저,아주 섬세한 동네 영웅,3.0,12
보스 베이비,"나도 동안우유 ㅜㅜ
사랑의 양은 한계가 없어요",3.0,14
어른들은 몰라요,"박화영과 비교 할 수 밖에 없다
욕을 골고루 못하네
앞뒤없이 어른들이 모른다니",2.0,14
제8일의 밤,"배우들을 왜 전부 묵언 수행을  시켜
답답허네 재미도 없고",1.5,14
오케이 마담,"영화 롤러코스터가 생각나네
개그가 재미없는 코미디 영화",2.5,15
베이워치: SOS 해상 구조대,"눈은 즐거우나 억지 코미디로 인해 어이 없는 영화가
되어버림",2.0,11
제미니 맨,아들이랑 찍은게 아니였구나,2.5,10
소원,"그 새끼가 나왔다
피해자가 이사를 갔다
달라진게 하나도 없다",5.0,18
577 프로젝트,"역시 배우들이라 몰카가 꿀잼이네
ㅋ",4.0,13
나의 문어 선생님,"흔하디 흔한 문어라는 존재에
이렇게나 감정이입이 가능한가?",4.0,18
브레이브하트,프리덤,4.0,14
히든 피겨스,"그 시대에 존재했던 어벤져스
무슨 말인지 모르겠으나 대단하다는건 알겠다

전산원은 왜 여자만 있지
영화적 장치인가?",3.0,21
비치,"왠지 미드소마가 생각나는 영화다
약쟁이 천국",3.5,14
씨스피라시,플락스틱 뒤에 더 큰게 있을 줄이야,4.0,15
사라진 시간,"안녕
나와 이 세상에 다리를 놓아 주는 말
근데 마무리 왜 이래?",3.5,18
케빈에 대하여,"사이코패쓰가 왜 태어난거지
아무 죄도 없어보이는데
안타갑고 소름이다",5.0,18
그림자 살인,"초중반까지는 참 집중 되고 잼났는데
반전이 반전 답지 못 해  아쉽",3.0,16
아버지의 이름으로,"기시감 씨게 오는 영화
마지막 자막 보고 숨이 턱 막힌다",5.0,20
론 서바이버,참혹함의 이유가 너무 어이가없다,4.0,22
아미 오브 더 데드,"우리나라 영화 반도가 생각나네
최고 빌런은 딸인듯",3.0,23
분노의 질주: 더 익스트림,"이렇게 지루한 액션 영화라니
개인적으론 시리즈 중 최악",3.0,20
"조제, 호랑이 그리고 물고기들",따끈한 흰밥에 계란말이에 명란젓 먹고싶다,3.0,20
두 교황,눈물이 나온다면 기쁨의 눈물이길,5.0,21
모술,"치열한 전쟁 속에서의 인류애를 그리다
번역이 너무 아쉽",3.0,18
고령화가족,"의외로 재미나네
가족이란 같이자고 같이 밥 묵는거
박해일의 찌질한 연기도 좋다",4.0,19
지푸라기라도 잡고 싶은 짐승들,"지푸라기라기 보다 못한
썩은 동아줄을 잡은 사람들",3.5,22
죄 많은 소녀,"나 같아도 정신병 걸리겠다
가만히 냅둬 좀!",5.0,20
범털,"상  양아치가 젤 쌔다!!!
그래서 어쩌라는 영화인지?",1.0,17
벤자민 버튼의 시간은 거꾸로 간다,"당신은 두 아이를 키울 수 없어
슬픈 동화  같은 영화다",5.0,24
아메리칸 갱스터,"혼자서 미국인들 약쟁이 만드는 영화
실화라니!",4.0,22
택시 2,쫄깃함이 예전보다 못한듯,2.5,11
판타스틱 4,"??
이게 끝이야?",2.0,13
낙원의 밤,"너무 재미가 없다
차줌마 김치 담그는게 더 잼날듯",1.0,45
에스코바르,"세게최고 마약왕 영화인데
긴장감이 1도 없네",2.5,12
원더 우먼,"생각보다 너무 재미없는데?
갓킬러라니  ㅋ",2.0,16
배드 사마리안,"남주의 행동도 범죄자의 행동도
개연성이 너무 떨어진다",3.0,12
호스텔 3,무섭지도 않고 재미도 없다,1.0,12
폴리스 스토리 3 - 초급경찰,"와 양자경 누나 너무 멋있다
NG 장면 ㅋㅋ",5.0,12
폴리스 스토리 2 - 구룡의 눈,"2편도 액션은 짱이다
저 때는 설탕 유리가 아니였나보다
만옥이 누나는 점점 이뻐짐 ㅋ",4.0,10
폴리스 스토리,만옥이 누나 귀여워 ㅋ,4.0,21
이모티: 더 무비,웃는 이모티 겁나 무서워 ㅡㅜ,3.0,16
7월 22일,끔직한 사건을 덤덤하게 풀어내다,3.0,16
삼진그룹 영어토익반,몇몇 장면은 너무 오글거린다,2.0,19
셔터 아일랜드,레오형 너무 애잔하다 ㅡㅜ,4.0,19
보헤미안 랩소디,퀸에 대해 몰랐던게 너무 많았네,5.0,18
죽지않는 인간들의 밤,B급 감성이 물씬,3.0,17
가타카,"내가 생각한 스토리랑 전혀달라서
재미가 없다
그래도 골라서 아이를 낳는다는건 생각해볼만 하다",3.0,24
배트맨 대 슈퍼맨: 저스티스의 시작,"가슴이 웅장해지는 한편의 영화다
로이스 레인 절래절래",5.0,20
승리호,"한국판 sf라는 장르에 일단 흥미가
돋았으나 엔딩이 그저그런건 아쉽다",3.0,25
베를린,"초호화 캐스팅에 비해서는
긴장감이 아주 용두사미인듯",3.0,22
올드보이,"민식이 형은 혼자 웃었고 혼자 울었다
그 유명한 장도리씬을  이제야 보다니",4.0,22
23 아이덴티티,"맥어보이 덜덜
어떤 느낌인지 상상도 되지 않는
23개의 나",4.0,22
콘스탄틴,"형님의 마지막 쇼~~
겁나 멋졌으요",3.5,17
콩: 스컬 아일랜드,"왜 지들 맘되로 쳐들어가고
스토리는  진부한테 콩의  액션은  볼만 했다",3.0,19
콜래트럴,"악당 톰크루즈
겁나 멋찜",3.5,23
국제수사,"세월만 죽이는 영화
여행가고 시픈디",1.0,19
다크 나이트 라이즈,"죽음의 공포를 이겨내고 살아났지만

스포일러

죽음을 선택한 영웅",4.0,24
브레이킹 배드 무비: 엘 카미노,"핑크형 살찐거야?  겁나 맞아서 부은 거야?
새해 첫 영화!
다섯 시즌 뒤 드디어 핑크는 쉴 수 있었다!
그를 위한 영화",4.5,16
인비저블맨,"아무것도 없는  곳을 비춰도
심장이 쫄깃
여주인공의 연기도 한 몫 한다",4.0,23
다크 나이트,"철학적이지만 잔인한 조커
명복을 빌며",5.0,32
배트맨 비긴즈,"나의 이름이란건 내가하는 행동이지
리암 형님 젊은거 보소",4.0,26
원스 어폰 어 타임... 인 할리우드,극혐하는 히피 덕분에 노나는건가?,4.0,19
블러드샷,"예고편을 보고 너무 기대했다
뚜껑 열어보니 걍 터미네이터 불사조 버전",3.0,15
콜,악마와의 거래,3.5,26
테이큰 3,리암??  난 사실 불사조였단다,3.0,14
테이큰 2,"난 왜 리암 형님이 악역 같지?
악역 너무 착해 ㅡㅜ",3.0,21
나쁜 녀석들 : 포에버,"역시 주인공은 죽지 않아 ㅎ
개인적으론 편집도 이상해서
액션씬이 뚝뚝 끊기는 느낌",3.0,20
반도,"살아있다에 비하면 5점인듯
하지만 막판 신파는 절레절레",2.0,30
에놀라 홈즈,"이게  왜 셜록이야
기묘이야기 보고 봤더니
초능력만 생각나네 ㅡㅡ",2.0,18
악마는 사라지지 않는다,악마 총량의 법칙,5.0,21
악질경찰,"추모 영화도 아닌데
너무 개입 시킨거 아닌가",1.5,19
세이프 하우스,"거짓말을 계속하면 진실이 되기도 하지!
가벼이 볼 만한 팝콘 무비",3.0,18
프로젝트 파워,"예상 가능한 흐름이였지만 액션이 좋음
5분 너무 짧아 좀 더 쓰지",3.5,16
#살아있다,"걍 죽어
긴장감 1도 없음",1.0,37
버드 박스,"눈 먼 자들의 도시가 생각나는 영화이다
새장은 그들안에도 있었다",3.0,27
365일,므흣하군,2.0,9
히트맨,재미도 없고 감동도 없고,0.5,24
주먹이 운다,"밥 먹다 싸우는 장면의 류승범 연기는
진짜 미친놈 같았다",5.0,12
남자가 사랑할 때,"이때 황정민 연기가 지금 보다 훨 좋다
슬프다
뮤직비디오인줄",3.0,14
터미네이터 2,이건 뭐 전설의 레전드,5.0,20
오늘부터 로그아웃,"생각보다 볼만 했지만
가족들 좀 짱나는 스탈이네 ㅋ",3.5,4
오드리와 데이지,역겨운 놈들,4.0,5
위대한 개츠비,"굉장히 슬픈 동화 한편을 본거 같다
힘내.. 갯츠비",5.0,27
올드 가드,"불멸자라 유치한 아이템이긴 하지만
재미나게 봤다!!",3.5,16
지금부터 들려줄게 록샌의 이야기,한번쯤은 통쾌한 장면이 있었음 했다,2.0,8
아더후드,"유쾌한 영화네요
어무이 말 잘 들음 자다가도 떡 생김",3.5,7
스텔라를 납치했다,"뭔가 얘기 하고자 하는게 있는데
내가 못 보는건가",3.0,6
헌터 킬러,"흔한 스토리이긴 하지만
적당한 긴장감이 든다",4.0,18
스파이더맨: 파 프롬 홈,"드론 액션 멋지다
나도 그들이 보고 싶다",4.0,24
사생결단,류승범 완전 양아치네!!!,5.0,13
정직한 후보,"이런식의 코미디는 재미가 없어요
오글거림",2.0,15
아이리시맨,"로버트드니로 행님
일 깔끔하게 잘 하시네요 ㄷㄷ",5.0,18
분노의 질주: 홉스&쇼,타임킬링용으론 괜찮은듯,3.0,12
머니볼,"이러니 내가 야구를 사랑 할 수 밖에 없어
엔딩 참 좋다",4.0,20
익스트랙션,롱테이크의 액션과 햄식이 행님의 연기에 감동 받았음,5.0,11
군도:민란의 시대,"강동원 ppl같은 장면 때문에 전체적으로
영화가 가벼워 져버림",2.0,16
6 언더그라운드,"자동차 액션씬 후덜덜
전체적으로 액션이 센스있다",4.0,12
사냥의 시간,"안재홍의 센 캐릭이 어떤가해서 기대했는데
욕 잘 하는 세명이 나와서  어쩌고 저쩌고 하는거
전부였다",2.0,13
타오르는 여인의 초상,"당신이 날 보고 있는데
난 누굴 보겠어요?
캬~~~~",3.5,12
신의 은총으로,"신의 은총으로 공소시효가 끝났다니
그게 할말인가?
여러명의 피해자가 등장하며 주인공이 바뀌는
구성이 새로워보였다",4.0,5
"하이, 젝시",약 팔고 만든 영화,3.0,8
울프 콜,전쟁이라는게 대단한 명분이 있어서  일어나는게 아닐수도,3.5,13
필립 모리스,내가 생각한 스토리랑 너무 달라 당황스러웠다,2.5,9
세상을 바꾼 변호인,"누군가의 어울함을 풀어주고 권리를  찾아주는 변호사
멋진 직업이다!
잘만하면 말이다",3.0,8
나이브스 아웃,"범인은 이안에 있다!
끝에 알려 줬다면 좀 더 재미났을까?",3.0,11
베이컨시,살인마들이 한 가정을 지켜준듯,3.0,13
노 굿 디드,막판  .....엌!  ㅋ,3.0,8
경찰서를 털어라,"오래전이나 지금이나 이 영화의 마틴 로렌스는
귀엽다 ㅋ",3.0,11
마리 앙투아네트,"돈은 엄청 쓴거 같은데
내용에 힘이 없네",2.5,11
블랙 호크 다운,"전쟁을 격어보지 않았지만
이러지 않았을까 싶다",5.0,26
어 퓨 굿 맨,"데미무어님 외모 실화인가요?
법정안 구강액션이 이런 것이다",4.0,10
컨택트,침략 목적이 아닌 외계생명은 처음이다,3.0,16
해치지않아,해치고 싶다,2.0,7
천문: 하늘에 묻는다,진짜 영실이님은 천재인 분인듯,3.5,11
시동,"마동석이 충격이다
솔직히 보기 힘들었다",3.0,9
트랩트,반전이라고 준비한게 짜증스럽다,1.5,5
퍼펙트 스톰,"삼가 고인의 명복을 빕니다 
살아있어야  뭐라도 해 볼 수 있어요",3.0,8
포세이돈,"탈출 영화인가 재난 영화인가
이도저도 아닌듯",2.0,7
82년생 김지영,"영화만 본 나로서는 제목 부터 여자의  삶을 다루겠다고
시작한 영화이기에 이게 그리 테러까지 받아야 하는 정도
인가 싶다
사실 몇명의 장사꾼 때문에 부추김을 당한것도 있으리라 본다",3.5,9
감쪽같은 그녀,신파 모음집,2.0,12
싱글라이더,오 이런반전이 있을 줄이야 ㅡㅜ,3.5,15
판소리 복서,"진짜 존재하는 보서는 아니겠지
엄태구 좋아는 배우인데 잘 됐음 좋겠다",3.0,8
신문기자,"심은경님이 준비를 많이 한거 같다
구부정한 자세나 연기적 부분이나
일본내에선 어떤 평이 있었는지 궁금하다",3.0,8
베이비 드라이버,ㅋㅋ 정말 베이비스러운 주연,2.0,8
미드웨이,"전투씬은 너무 좋았으나  
영화적 요소가 너무 가미되어
전체적인 재미가 반감",2.5,11
백두산,"이 좋은 소재를 이 정도 밖에 못 살리다니
ㅡㅜ",2.0,10
매트릭스 3: 레볼루션,끝은 아쉽지만 잘가요 네오-,3.0,12
매트릭스 2 - 리로디드,전편보다 멋진!!!  액션과 물량,4.0,14
데블스 에드버킷,"허영.
내가 제일 좋아하는 죄악이지
크... 사탄 같은 알 파치노 연기 쩌십니다!!!",5.0,10
패신저 57,"오래된 액션영화라 촌스럽기도 하지만
나름 추억의 겜성이 있음",3.5,7
도망자 2,맨인블랙  아저씨 외계인만 잡는건 아니였다 !,3.0,4
도망자,쫓기는 와중 머리 싸움 흥미롭다,3.5,5
아내를 죽였다,"왜 영화배우가 예능에 안나오는지 알겠다
물론 영화 자체도 별로인듯",2.0,3
바디 오브 라이즈,"레오나르도 디카프리오의 터프함
매력이 넘칩니다
반면 러셀 형님은 좀 얄밉네   ㅋ",3.0,9
언노운,보고나니 영화 제목이 이해되네!,3.5,10
논스톱,리암형님 범인 찾는거 정말 잘 해!,3.0,8
21 브릿지: 테러 셧다운,"기대보단 흥미로웠다
나름 반전도 있었고
맨해튼엔 21개의 다리가 있구나",3.0,8
소스 코드,8분에 한번씩 찾아오는긴장감,4.0,13
존 큐,할 수 있는건 다 해보는거야!!,4.0,8
컴플라이언스,믿기지 않지만 실화랍니다,5.0,9
매트릭스,너무 늦게 본듯하다 ㅜㅜ,3.5,18
와일드 와일드 웨스트,두 사람의 여장 충격!,2.5,9
파이널 데스티네이션 5,"마지막까지 동일한 플롯으로 진행하다니 
뚝심 하난 인정",2.0,7
파이널 데스티네이션 4,"막판을 향해 달려간다
개인적으로 제일 재미가 없었던 편",3.0,8
아르고,"작전 시작 후 가슴이 쫄깃쫄깃
심장이 바운스 바운ㅅ",5.0,10
디파티드,"영화 후반에 충격적이였다
이렇게 허무하게",4.0,10
채피,"이렇게 자라는 환경이 중요합니다
로봇으로 살아야할 과학자는 ㅜㅜ",3.0,9
신의 한 수: 귀수편,전형적인 절대적 존재를 만들어 가는 스토리,2.0,16
얼굴없는 보스,얼굴있는데,2.0,7
블랙머니,"사실 기반의 영화라서 한계가 있다지만 울 나라는
이런 소재로 구강액션으로 못 만들까",3.0,10
파이널 데스티네이션,어떻게 죽여야 획기적인 방법인지 연구하는  것 처럼 보인다,3.0,7
데스티네이션 2,똑같은 스토리라인이지만 중간중간  빡치게 만드는 캐릭터 때문에 봄,3.0,6
아틱,죽음이란 운명인듯 하면서도 아닌듯한 아이러니,3.0,8
도니 브래스코,"신세계의 이정재가 떠오르는 조니뎁
멋진 영화다",4.0,7
밴티지 포인트,막 그렇게 대단한 반전을 기대했습니다,3.0,5
컨테이젼,이 시국에 이런 영화를 보게 될 줄이야,3.0,8
호텔 뭄바이,"손님은 신입니다
터번을 벗으면 우리 가족이 욕을 먹습니다
그래도 두려우시다면  벗겠습니다",5.0,26
브이아이피,저딴 인간에게 브이아이피가 왠 말이냐,3.0,7
조디악,악랄한 범인에게 끈질김으로 승부하다,4.0,7
쉰들러 리스트,"뱃지를  팔았다면 자동차를 팔았다면 
왜 그생각을 못했지
한명이라도 더 살릴 수 있었는데",5.0,16
블러드 다이아몬드,"아프리카의 처절함과
소년병 모습이 오래 남을듯",4.0,14
대통령의 7시간,"제목이 좀 어그로 느낌이다
이상호 기자 영화 응원하는데 이번은
너무 아쉽다",2.0,8
더 룸,"약간 어렵다
노력없이 얻으면 부질없단 뜻인가
진짜 금수저는 안그러던데",3.0,17
홀리 에어,"아이러니한 장면이 수두룩!
천재적으로 잘 비꼰듯",4.0,38
바이스,"보다가 러닝타임을 다시 확인했다
다크 처럼 조용히 킬수 올리는 사람이네",4.0,10
디스토티드,내가 최면 걸릴듯,3.0,9
킬링 그라운드,"나름 볼만했지만 
여주님 남주랑 헤어지세요",3.0,24
파고,남편 때문에 이 모든일이 발생한것,4.0,10
무방비 도시,무방비 영화,2.0,4
나이트 크롤러,"제이크 질렌할의 새로운 연기
싸이코 패스와 같은 죽음 앞에서 태연함",4.0,9
47미터 2,하지말라는건 하지 맙시다요,3.0,9
브이 포 벤데타,마스크를 썼지만 표정이 다 보이는 배우,5.0,14
버블 패밀리,지금도 부동산 열풍은 게속!,3.0,4
경계선,제3의 눈으로 보는 인간 군상들,4.0,12
카센타,"특이한 소재는 좋다
돈의 노예가 되어가는 스토리
약간 이끼가 생각나기도",3.5,9
퍼펙트맨,"이런 진부한 신파가 아직 통할꺼라는 감독의 안이함이
안타깝다",2.0,11
하나 빼고 완벽한 뉴욕 아파트,남주 여주 둘 다 답답,2.0,5
파란문 너머의 환상세계,"음 애들도 볼 수있는 등급인데
이모 보고 깜놀함",2.0,5
레더페이스,"고어스런 장면만 있고
공포는 없다",2.0,5
레드 드래곤,"대사들도 깔끔하고 전개가 좋다
이빨요정이라기엔 너무 무섭",3.0,7
주먹왕 랄프 2: 인터넷 속으로,"재미있는 상상력이다
디즈니의 공주 어벤져스  ㅋ ㅋ",4.0,13
벌새,관계의 지속은 어려운것,3.0,16
"힘을 내요, 미스터 리",굳이 왜 대구 지하철 화재 참사를 왜 붙여 넣었나,2.0,16
살인의 늪,수사 영화지만 스릴이 부족하다,3.0,6
일 포스티노,이 책을 특별하게 만들어 주시겠습니까?,4.0,9
시,여러분은 사과를 본적이 단 한번도 없습니다,3.0,19
가장 보통의 연애,"2 30대 술 먹고 자주 했던 행동 ㅋ
부끄럽다",3.0,14
나쁜 녀석들: 더 무비,아무리 영화지만 1대 몇이니,2.0,13
타짜: 원 아이드 잭,조승우가 욕해도 할말없는 영화,1.0,12
집행자,단지 범죄자 미화하는짓,2.0,6
알파 독,벤포스터 연기 후덜,4.0,7
택시,옛날엔 굉장히 재미나게 본거 같은데,3.0,10
양자물리학,"양자물리학 바이럴 영화인줄
같은 대사가 몇번이 나오는겨",2.0,9
세상의 모든 계절,"외로움과 나이듬에 대해
메리의 연기에 눈을 땔수가 없다",5.0,12
4x4,첫장면 부터 갇히고  주절주절하다가 끝,2.0,2
더 퍼지,생각보단 쌔지 않아 실망,2.0,5
석조저택 살인사건,"촘촘한 구성도 좋고 고수와 김주혁님과의 케미도
좋고 법정 구성도 좋고",4.0,7
야반가성,장국영을 추억하며,3.0,3
어둠 속의 빛,세상 가장 위대한 사람이다,5.0,4
변신,옆집 사람은 그래서  멀까?,3.0,5
사자,"감독이 아쿠아맨을 감명 깊게 보신듯
어쩔수 없다 이것도 다~~  주님의 뜻이다",2.0,7
해피 이벤트,"임신한 여자들의 몸과 마음의 상태를
리얼하게 표현한듯 하다
몰랐던 사실도 알고  굿~!",4.0,5
진범,"재미난 소재 였는데
이끌어가는 힘이 부족하다",3.0,6
암전,"최소한 감상은 할수있게 해줘야지
암꺼도 안보임",1.5,8
가족의 나라,"이념 때문에 자식도 챙겨주지  못 하는
엄마의 심정은 찢어 질듯",3.5,6
감기,주인공은 감기 겁나 안걸림,2.0,15
두더지,"꽃이 되라고 힘내라곤 하지만
그걸 밟는자가 가장 가까운 사람이라는 아이러니",3.0,10
뜨거운 안녕,마동석 행님 마이 약하셨구나,2.5,3
말하는 건축가,"건축에 대해 1도 아는게 없지만
흥미롭다
삼가고인의 명복을 빕니다",3.0,5
맥코리아,"오래된 얘기지만 꼼꼼한 각하
아직 빨대 꼽아둔데가 많겠지?",5.0,4
페이스 블라인드,"안면인식장애라 어떤 느낌일지 
감도 안오네",3.0,5
스탠리의 도시락,"보통 돈 많으면 재수 없는데
아만 최고!",4.0,7
봉오동 전투,"많이 아쉬은 작품이다
유해진과 류준열의 매력이 반감 되는 느낌",3.0,5
엑시트,기대가 너무 컷나 보다,3.0,9
더 레슬러,"내가 원한 엔딩이였으면 했는데
잘 해보려고 하는데 세월은 기다리지 않았다",4.0,8
아웃레이지,"쿠니무라준이  나왔네
조폭 영화 중에 그나마 사실적일듯",2.0,5
사랑은 타이핑 중!,"사랑스러운 데브라 프랑소와
타이핑 대회라 나도 500타 나올듯",3.0,4
신기전,"신기전 멋지다
저 시대  저런  무기를 생각하다니
실제 전투에선 살생력이 막했다 하네요",3.0,5
파파로티,"이제훈역이 조금 이질감이 있지만
연기로 커버하다",3.0,6
사이드 이펙트,가장 큰 부작용은 사람을 잃는것?,3.0,4
디스커넥트,"거창한 포스터의 소개 멘트에 비해
약한 스토리",3.0,4
친절한 금자씨,"처음부터 제대로 다시 봄
이렇게 잔인한진 몰랐다
이영애 누나 최고네",5.0,10
50/50,"저 상황이 되면 진짜 자기를 이해하는 사람만
남게 된다",4.0,11
미드소마,"내가 지금 무얼 본거가?
약쟁이 공동체",3.0,12
호스텔,"생각보다 지루했다
잔인하긴 무척 잔인",2.0,8
쉐프,평범한 스토리,2.0,5
펭귄 - 위대한 모험,"애기가 죽으면 남의 애기를 훔친다는
얘기에 충격!!!",3.5,5
옴 샨티 옴,"기대하지 않았는데
의외로 재미났다
역시 발리우드스러운 영화",3.0,4
진짜로 일어날지도 몰라 기적,"꼬마들 귀엽다
흔한 결말이 아니라 좋다",3.5,8
8년 전쟁: 이란 vs 이라크,"영화인지 알았는데 다큐네
개인적으론 두 나라는 그밥에 그나물이라  생각함",2.0,3
"다시, 봄","이청아씨 하지원 너무 닳은듯
인생에 만약이란건 없으요",2.0,3
스피닝 맨,"가이피어스 피어스브로스넌 주연
여학생 실종으로 시작 되는 영화
보이는게 전부는 아니다",4.0,4
로망,"갑자기 맥락없이 얘기하는게 치매 증상이라면
너무 가슴 아프다",3.0,5
더 캡틴,"실화기반인지 끝날 때 알았다
역시 자리가 사람을 만든다
맥스후바쳐 주연",5.0,3
프로디지,영혼들린걸 이렇게 밖에 표현 못 하나?,2.0,3
스탈린이 죽었다!,권력을 가지기  위한 천태만상들,3.0,5
원펀치,액션이 너무 별로,1.5,1
질투의 역사,"억지고 답답하고 배우들 한테 
맞지않는 배역 때메 연기가 어색함",2.0,6
리노,음 정말  아이들을 위한 애니군요 ㅎ,2.0,5
쎈놈,영화를 만들 다 만듯 ㅋ,1.5,3
가을로,"유지태 김지수 주연 그리고 엄지원
삼풍백화점 붕괴 사건을 배경으로 그려지는
로맨스",3.0,4
더 와이프,"글렌 클로즈    조나단프라이스 주연
노벨문학상 수상의 비밀",5.0,8
기방도령,보다가 포기,0.5,3
그린 북,"비고 모텐스 , 마허샬라 알리 주연
1960년대 미국의 아이러니",4.0,9
리지,"클로에세비니,  크리스틴 스튜어트 주연
이걸 복수라 해야하나 상속을 둘러싼 사건이라 해야하나
실화기반이라니 둘 다 무섭다",4.0,5
나랏말싸미,"감독은 무슨 생각을 한걸까
세종을 건들다니",1.0,15
시베리아,너무 순둥한 키아누 리브스  형님,2.0,7
맨 인 블랙 3,볼 만한 외계인이 없다,1.0,5
핸콕,가장 자연스러운 영웅,3.0,7
패신저스,"크리스프랫,제니퍼 로렌스 주연
우주에서
동면기 고장으로 일찍 깬 두 사람 이야기",3.0,5
개구쟁이 스머프 2,무슨 애들을 사탄의 인형으로 만들었네,2.0,4
롱 샷,"세스로건과 샤를리즈 테론의
유쾌한 영화",4.0,7
어린 의뢰인,똑같이 쳐 맞아야해,4.0,5
레지던트 이블: 파멸의 날,"긴 스토리가 끝이 낫네
요보비치님 수고 하셨어요 ~",4.0,8
레지던트 이블 3: 인류의 멸망,사막에서의 액션 또한 멋지다!,3.0,3
레지던트 이블 2,"밀라 요보비치님
너무 이쁘심!",4.0,4
서치,"이렇게도 영화를 만들수있구나
최근 조은누리양이 생각난다",5.0,14
인페르노,"자정 1분 전이야
지옥은 죽어봐야 알겠지?
톰 행크스 주연",3.0,10
빠삐용,"대단한 연기다
찰리 험냄,  래미말렉 주연",5.0,7
앵그리버드 더 무비,캐릭터만 아주 잘 살린듯,2.5,5
도쿄의 밤하늘은 항상 가장 짙은 블루,여주가 자기나라 팩폭 많이 하네,3.0,5
적인걸: 윤회도의 비밀,"남주가 유노윤호 닮은듯
이해가 안되는 부분도 있고 그냥 저냥함",2.5,3
콜드 워,"요안나 쿨릭, 토마즈  코트 주연
차가운 전쟁 속 따뜻한 노래 한곡",4.0,9
스머프: 비밀의 숲,파란 귀요미들 ㅋ,3.0,5
살인마 잭의 집,"싸이코 패스의 정신 세계를 잘 보여주는듯하다
가로등에 비유한 장면은 놀랍다",4.0,9
해무,모든것은 돈이 문제 였다,3.0,5
엽문 외전,영춘권 장천지다!!!,3.0,6
세 얼간이,"배울게 많은 영화
알 이즈 웰",4.0,11
내안의 그놈,"오그리토그리
박성웅씨는 어벙해도 포스가 ㄷㄷ",2.0,9
언더독,"못 키울꺼면 버리진 말자!
박철민씨 목소리는 정확하게 알아듣겠네요",3.0,4
엘리트 스쿼드 2,"어쩐지 본거 같더라니 ㅎ
울나라도 체제를 좀 깨부셔야 하는데",4.0,2
악인전,"그럭저럭 마동석스러운 영화네요
허동원씨 연기 잘하심 !",3.0,8
롱 리브 더 킹: 목포 영웅,"해바리기 한스푼 넣어서  만든 전형적인
선과 악의 대결",2.0,9
비스트,이성민씨 연기에 3점 드립니다,3.0,5
레드: 더 레전드,"첫편을  먼저 봤어야 했나보다
왜 레전드인지 모르것다",2.0,5
0.0MHz,"정은지씨가 제일 무섭
영점영은 모르겠고",1.0,5
걸캅스,"뭘 얘기하는지는 알겠는데
아무리 영화지만 개연성 너무 없는 전개다",1.0,9
맘마미아!,"좋은 음악이 많다
막장스럽지만 메릴스트립의 노래와 연기는
막장이 아닌듯",4.0,10
와호장룡,너무 허무한 결말이다 ㅡㅡㅜ,3.0,7
8 마일,영어 랩이지만 귀에 박힌다,3.5,9
제리 맥과이어,"마음이 비어있으면 머리는 아무 소용없다
톰 형의 멜로 연기를 볼 수 있어 좋다",4.0,12
T2: 트레인스포팅 2,"기회가 생기면 배신이 따라온다
네 남자의 배신",3.0,3
앤트맨과 와스프,앤트맨은 쉽게 읽어지는 소설 같은  영화~,3.0,7
대폭격,"역사를 얘기하는 영화를 이렇게 만들면  안된다고
생각한다
컨설턴트 멜깁슨 보고 빵터짐",0.5,4
블랙 팬서,"와칸다 포에버
부산 아지매 장사 잘 되고 계실라나 ㅎ",3.0,10
어벤져스: 인피니티 워,"말이 필요없네요 ㅜㅜ
이걸 집에서 보다니",5.0,16
맨디,"오메 내가 뭘 본거지? 
케서방은 어쩌다가",1.0,3
돈,"극초반엔 디카프리오의 더 울프와 비슷해서 
기대했는데 강한 한방이 없다",3.0,7
생일,"유가족들의 입장을 잘 표현 한거 같다
어떻게 살았을까 상상이 되지 않는다",4.0,10
더 리벤지,흔하디 흔한 스토리 전개,2.0,4
배심원들,"실화기반의 사건인데 조금만 더 진지하게 연출 했다면
아쉽다",3.0,8
미성년,누가 미성년인지?,3.5,6
왓칭,절래절래,1.0,5
고검기담: 소명신검의 부활,그루트 악마 버전,3.0,5
어드리프트: 우리가 함께한 바다,저 넓은 바다에 혼자 떠 다닌다는 느낌이 상상이 안되네,3.0,5
기생충,"어렵다
인터넷 좀 봐야지",4.0,16
리버 와일드,독특한 스릴러네요,3.0,2
항거:유관순 이야기,대한 독립 만세~!,4.0,7
